state,year,county,tract,tested,BLL_geq_5,BLL_geq_10
MD,2014,Montgomery,240317008.18,164,2,1
MD,2014,Montgomery,240317008.19,89,1,0
MD,2014,Montgomery,240317009.01,42,0,0
MD,2014,Montgomery,240317009.02,73,0,0
MD,2014,Montgomery,240317009.03,58,0,0
MD,2014,Montgomery,240317009.04,55,3,1
MD,2014,Montgomery,240317009.05,72,0,0
MD,2014,Montgomery,240317010.01,70,1,0
MD,2014,Montgomery,240317010.02,18,0,0
MD,2014,Montgomery,240317010.03,61,1,0
MD,2014,Montgomery,240317010.04,71,1,0
MD,2014,Montgomery,240317010.05,36,0,0
MD,2014,Montgomery,240317011.01,104,2,1
MD,2014,Montgomery,240317011.02,115,3,1
MD,2014,Montgomery,240317012.01,131,0,0
MD,2014,Montgomery,240317012.02,17,0,0
MD,2014,Montgomery,240317012.04,160,5,0
MD,2014,Montgomery,240317012.05,51,0,0
MD,2014,Montgomery,240317012.06,54,0,0
MD,2014,Montgomery,240317012.09,44,0,0
MD,2014,Montgomery,240317012.10,31,0,0
MD,2014,Montgomery,240317012.11,59,0,0
MD,2014,Montgomery,240317012.12,19,1,0
MD,2014,Montgomery,240317012.13,70,1,0
MD,2014,Montgomery,240317012.14,34,1,0
MD,2014,Montgomery,240317012.15,45,0,0
MD,2014,Montgomery,240317013.03,25,0,0
MD,2014,Montgomery,240317013.04,39,0,0
MD,2014,Montgomery,240317013.06,16,0,0
MD,2014,Montgomery,240317013.07,24,0,0
MD,2014,Montgomery,240317013.08,15,0,0
MD,2014,Montgomery,240317013.09,48,3,0
MD,2014,Montgomery,240317013.10,46,0,0
MD,2014,Montgomery,240317013.12,49,2,0
MD,2014,Montgomery,240317013.13,31,0,0
MD,2014,Montgomery,240317014.07,47,0,0
MD,2014,Montgomery,240317014.08,58,0,0
MD,2014,Montgomery,240317014.09,37,0,0
MD,2014,Montgomery,240317014.10,133,0,0
MD,2014,Montgomery,240317014.12,157,1,0
MD,2014,Montgomery,240317014.14,126,0,0
MD,2014,Montgomery,240317014.15,133,1,0
MD,2014,Montgomery,240317014.16,241,4,0
MD,2014,Montgomery,240317014.17,101,1,0
MD,2014,Montgomery,240317015.03,130,3,2
MD,2014,Montgomery,240317015.04,452,4,0
MD,2014,Montgomery,240317015.05,179,0,0
MD,2014,Montgomery,240317015.06,112,1,0
MD,2014,Montgomery,240317015.07,67,0,0
MD,2014,Montgomery,240317016.00,442,2,1
MD,2014,Montgomery,240317017.01,73,0,0
MD,2014,Montgomery,240317017.02,70,0,0
MD,2014,Montgomery,240317017.03,96,0,0
MD,2014,Montgomery,240317017.04,79,0,0
MD,2014,Montgomery,240317018.00,142,1,1
MD,2014,Montgomery,240317019.00,158,1,0
MD,2014,Montgomery,240317020.00,404,1,0
MD,2014,Montgomery,240317021.01,170,0,0
MD,2014,Montgomery,240317021.02,83,1,0
MD,2014,Montgomery,240317022.00,158,1,0
MD,2014,Montgomery,240317023.01,182,1,0
MD,2014,Montgomery,240317023.02,159,1,0
MD,2014,Montgomery,240317024.01,73,0,0
MD,2014,Montgomery,240317024.02,109,0,0
MD,2014,Montgomery,240317025.00,126,1,0
MD,2014,Montgomery,240317026.01,65,1,0
MD,2014,Montgomery,240317026.02,103,2,0
MD,2014,Montgomery,240317027.00,225,0,0
MD,2014,Montgomery,240317028.00,80,3,1
MD,2014,Montgomery,240317029.00,107,3,1
MD,2014,Montgomery,240317030.00,48,0,0
MD,2014,Montgomery,240317031.00,134,1,0
MD,2014,Montgomery,240317032.01,114,2,1
MD,2014,Montgomery,240317032.02,61,0,0
MD,2014,Montgomery,240317032.03,43,0,0
MD,2014,Montgomery,240317032.06,61,1,0
MD,2014,Montgomery,240317032.07,209,1,0
MD,2014,Montgomery,240317032.08,101,0,0
MD,2014,Montgomery,240317032.09,180,2,0
MD,2014,Montgomery,240317032.10,81,0,0
MD,2014,Montgomery,240317032.11,147,1,0
MD,2014,Montgomery,240317032.12,159,0,0
MD,2014,Montgomery,240317032.13,181,1,1
MD,2014,Montgomery,240317032.14,306,1,0
MD,2014,Montgomery,240317032.15,77,1,0
MD,2014,Montgomery,240317033.01,118,1,0
MD,2014,Montgomery,240317033.02,117,1,0
MD,2014,Montgomery,240317034.01,152,1,0
MD,2014,Montgomery,240317034.02,79,0,0
MD,2014,Montgomery,240317034.03,116,2,0
MD,2014,Montgomery,240317034.04,106,0,0
MD,2014,Montgomery,240317035.01,187,0,0
MD,2014,Montgomery,240317035.02,54,0,0
MD,2014,Montgomery,240317036.01,87,1,1
MD,2014,Montgomery,240317036.02,63,0,0
MD,2014,Montgomery,240317037.01,149,0,0
MD,2014,Montgomery,240317037.02,137,1,0
MD,2014,Montgomery,240317038.00,86,1,0
MD,2014,Montgomery,240317039.01,63,0,0
MD,2014,Montgomery,240317039.02,174,0,0
MD,2014,Montgomery,240317040.00,221,4,0
MD,2014,Montgomery,240317041.00,48,0,0
MD,2014,Montgomery,240317042.00,26,0,0
MD,2014,Montgomery,240317043.00,69,0,0
MD,2014,Montgomery,240317044.01,37,0,0
MD,2014,Montgomery,240317044.02,95,0,0
MD,2014,Montgomery,240317045.01,50,1,0
MD,2014,Montgomery,240317045.02,28,0,0
MD,2014,Montgomery,240317045.03,64,1,1
MD,2014,Montgomery,240317046.00,67,0,0
MD,2014,Montgomery,240317047.00,68,0,0
MD,2014,Montgomery,240317048.01,62,1,0
MD,2014,Montgomery,240317048.02,75,0,0
MD,2014,Montgomery,240317050.00,81,1,0
MD,2014,Montgomery,240317051.00,94,1,0
MD,2014,Montgomery,240317052.00,43,0,0
MD,2014,Montgomery,240317053.00,39,0,0
MD,2014,Montgomery,240317054.00,60,0,0
MD,2014,Montgomery,240317055.00,83,4,2
MD,2014,Montgomery,240317056.01,79,0,0
MD,2014,Montgomery,240317056.02,61,0,0
MD,2014,Montgomery,240317057.01,76,1,0
MD,2014,Montgomery,240317057.02,91,0,0
MD,2014,Montgomery,240317058.00,125,0,0
MD,2014,Montgomery,240317059.01,40,0,0
MD,2014,Montgomery,240317059.02,49,0,0
MD,2014,Montgomery,240317059.03,41,0,0
MD,2014,Montgomery,240317060.03,53,0,0
MD,2014,Montgomery,240317060.04,82,1,0
MD,2014,Montgomery,240317060.05,21,0,0
MD,2014,Montgomery,240317060.07,27,0,0
MD,2014,Montgomery,240317060.08,21,0,0
MD,2014,Montgomery,240317060.09,39,2,0
MD,2014,Prince George's,NA,2153,32,3
MD,2014,Prince George's,240338001.02,39,2,0
MD,2014,Prince George's,240338001.03,64,0,0
MD,2014,Prince George's,240338001.05,87,0,0
MD,2014,Prince George's,240338001.06,41,0,0
MD,2014,Prince George's,240338001.07,162,2,0
MD,2014,Prince George's,240338002.02,128,5,0
MD,2014,Prince George's,240338002.03,50,0,0
MD,2014,Prince George's,240338002.06,90,2,0
MD,2014,Prince George's,240338002.07,138,0,0
MD,2014,Prince George's,240338002.08,120,4,1
MD,2014,Prince George's,240338002.09,134,1,0
MD,2014,Prince George's,240338002.10,129,0,0
MD,2014,Prince George's,240338002.11,65,1,0
MD,2014,Prince George's,240338004.01,32,0,0
MD,2014,Prince George's,240338004.02,67,0,0
MD,2014,Prince George's,240338004.03,41,0,0
MD,2014,Prince George's,240338004.06,151,0,0
MD,2014,Prince George's,240338004.07,247,2,0
MD,2014,Prince George's,240338004.08,116,0,0
MD,2014,Prince George's,240338004.09,97,0,0
MD,2014,Prince George's,240338005.03,186,1,0
MD,2014,Prince George's,240338005.04,59,0,0
MD,2014,Prince George's,240338005.05,41,0,0
MD,2014,Prince George's,240338005.07,37,1,0
MD,2014,Prince George's,240338005.08,88,0,0
MD,2014,Prince George's,240338005.09,141,1,0
MD,2014,Prince George's,240338005.10,121,1,1
MD,2014,Prince George's,240338005.11,70,0,0
MD,2014,Prince George's,240338005.12,97,2,0
MD,2014,Prince George's,240338006.01,26,0,0
MD,2014,Prince George's,240338006.03,145,0,0
MD,2014,Prince George's,240338006.04,21,1,0
MD,2014,Prince George's,240338006.05,51,0,0
MD,2014,Prince George's,240338006.06,51,0,0
MD,2014,Prince George's,240338007.01,57,1,0
MD,2014,Prince George's,240338007.02,78,2,0
MD,2014,Prince George's,240338007.03,99,0,0
MD,2014,Prince George's,240338008.00,26,0,0
MD,2014,Prince George's,240338009.00,20,0,0
MD,2014,Prince George's,240338010.01,78,1,0
MD,2014,Prince George's,240338010.02,106,0,0
MD,2014,Prince George's,240338011.04,9,0,0
MD,2014,Prince George's,240338012.02,67,1,0
MD,2014,Prince George's,240338012.03,90,0,0
MD,2014,Prince George's,240338012.04,107,1,0
MD,2014,Prince George's,240338012.05,77,0,0
MD,2014,Prince George's,240338012.06,91,1,1
MD,2014,Prince George's,240338012.07,69,0,0
MD,2014,Prince George's,240338013.01,125,0,0
MD,2014,Prince George's,240338013.02,16,0,0
MD,2014,Prince George's,240338013.05,79,0,0
MD,2014,Prince George's,240338013.06,78,0,0
MD,2014,Prince George's,240338013.07,23,0,0
MD,2014,Prince George's,240338013.08,35,0,0
MD,2014,Prince George's,240338013.09,18,0,0
MD,2014,Prince George's,240338014.02,92,1,0
MD,2014,Prince George's,240338014.03,86,2,0
MD,2014,Prince George's,240338014.04,63,0,0
MD,2014,Prince George's,240338014.05,81,0,0
MD,2014,Prince George's,240338014.06,33,0,0
MD,2014,Prince George's,240338014.07,72,0,0
MD,2014,Prince George's,240338015.00,43,1,0
MD,2014,Prince George's,240338016.00,59,1,1
MD,2014,Prince George's,240338017.01,85,0,0
MD,2014,Prince George's,240338017.02,56,0,0
MD,2014,Prince George's,240338017.04,88,0,0
MD,2014,Prince George's,240338017.06,23,1,0
MD,2014,Prince George's,240338017.07,158,2,0
MD,2014,Prince George's,240338017.08,55,0,0
MD,2014,Prince George's,240338018.01,38,1,0
MD,2014,Prince George's,240338018.02,54,1,0
MD,2014,Prince George's,240338018.04,27,0,0
MD,2014,Prince George's,240338018.05,30,0,0
MD,2014,Prince George's,240338018.07,45,0,0
MD,2014,Prince George's,240338018.08,63,0,0
MD,2014,Prince George's,240338019.01,66,2,0
MD,2014,Prince George's,240338019.02,102,2,1
MD,2014,Prince George's,240338019.04,76,1,0
MD,2014,Prince George's,240338019.05,74,1,0
MD,2014,Prince George's,240338019.06,54,2,0
MD,2014,Prince George's,240338020.01,105,1,0
MD,2014,Prince George's,240338020.02,51,0,0
MD,2014,Prince George's,240338021.03,56,0,0
MD,2014,Prince George's,240338021.04,29,0,0
MD,2014,Prince George's,240338021.05,166,0,0
MD,2014,Prince George's,240338022.01,36,1,0
MD,2014,Prince George's,240338022.03,74,2,0
MD,2014,Prince George's,240338022.04,98,0,0
MD,2014,Prince George's,240338023.01,60,2,0
MD,2014,Prince George's,240338024.03,116,1,0
MD,2014,Prince George's,240338024.04,92,0,0
MD,2014,Prince George's,240338024.05,77,0,0
MD,2014,Prince George's,240338024.06,45,0,0
MD,2014,Prince George's,240338025.01,63,0,0
MD,2014,Prince George's,240338025.02,44,0,0
MD,2014,Prince George's,240338026.00,62,3,0
MD,2014,Prince George's,240338027.00,57,0,0
MD,2014,Prince George's,240338028.03,92,1,0
MD,2014,Prince George's,240338028.04,101,0,0
MD,2014,Prince George's,240338028.05,93,1,0
MD,2014,Prince George's,240338029.01,107,2,0
MD,2014,Prince George's,240338030.01,71,2,1
MD,2014,Prince George's,240338030.02,48,1,0
MD,2014,Prince George's,240338031.00,57,1,0
MD,2014,Prince George's,240338032.00,52,0,0
MD,2014,Prince George's,240338033.00,122,2,0
MD,2014,Prince George's,240338034.01,46,2,0
MD,2014,Prince George's,240338034.02,106,0,0
MD,2014,Prince George's,240338035.05,115,0,0
MD,2014,Prince George's,240338035.08,112,0,0
MD,2014,Prince George's,240338035.09,170,13,6
MD,2014,Prince George's,240338035.12,118,0,0
MD,2014,Prince George's,240338035.13,78,0,0
MD,2014,Prince George's,240338035.14,56,3,1
MD,2014,Prince George's,240338035.15,119,3,0
MD,2014,Prince George's,240338035.16,61,0,0
MD,2014,Prince George's,240338035.17,126,2,0
MD,2014,Prince George's,240338035.18,154,1,0
MD,2014,Prince George's,240338035.19,76,0,0
MD,2014,Prince George's,240338036.01,53,1,1
MD,2014,Prince George's,240338036.02,68,0,0
MD,2014,Prince George's,240338036.05,206,3,1
MD,2014,Prince George's,240338036.06,156,2,1
MD,2014,Prince George's,240338036.07,67,0,0
MD,2014,Prince George's,240338036.08,198,0,0
MD,2014,Prince George's,240338036.10,110,2,0
MD,2014,Prince George's,240338036.12,103,0,0
MD,2014,Prince George's,240338036.13,234,6,1
MD,2014,Prince George's,240338037.00,95,2,0
MD,2014,Prince George's,240338038.01,95,0,0
MD,2014,Prince George's,240338038.03,158,1,0
MD,2014,Prince George's,240338039.00,191,5,0
MD,2014,Prince George's,240338040.01,153,1,1
MD,2014,Prince George's,240338040.02,157,3,1
MD,2014,Prince George's,240338041.01,98,0,0
MD,2014,Prince George's,240338041.02,203,0,0
MD,2014,Prince George's,240338042.00,77,0,0
MD,2014,Prince George's,240338043.00,98,1,1
MD,2014,Prince George's,240338044.00,88,3,2
MD,2014,Prince George's,240338046.00,91,1,0
MD,2014,Prince George's,240338047.00,78,1,0
MD,2014,Prince George's,240338048.00,155,4,0
MD,2014,Prince George's,240338049.00,107,1,0
MD,2014,Prince George's,240338050.00,167,1,0
MD,2014,Prince George's,240338051.01,167,0,0
MD,2014,Prince George's,240338052.01,148,1,0
MD,2014,Prince George's,240338052.02,135,0,0
MD,2014,Prince George's,240338055.00,148,1,0
MD,2014,Prince George's,240338056.01,323,1,1
MD,2014,Prince George's,240338056.02,388,2,0
MD,2014,Prince George's,240338057.00,277,3,0
MD,2014,Prince George's,240338058.01,172,0,0
MD,2014,Prince George's,240338058.02,195,0,0
MD,2014,Prince George's,240338059.01,221,2,0
MD,2014,Prince George's,240338059.04,128,1,0
MD,2014,Prince George's,240338059.05,271,6,0
MD,2014,Prince George's,240338060.00,186,2,0
MD,2014,Prince George's,240338061.00,131,2,0
MD,2014,Prince George's,240338062.00,98,2,0
MD,2014,Prince George's,240338063.00,63,1,1
MD,2014,Prince George's,240338064.00,66,0,0
MD,2014,Prince George's,240338065.01,236,1,0
MD,2014,Prince George's,240338066.01,215,5,0
MD,2014,Prince George's,240338066.02,275,47,17
MD,2014,Prince George's,240338067.03,317,4,1
MD,2014,Prince George's,240338067.06,73,0,0
MD,2014,Prince George's,240338067.08,67,0,0
MD,2014,Prince George's,240338067.10,75,2,2
MD,2014,Prince George's,240338067.11,85,0,0
MD,2014,Prince George's,240338067.12,56,0,0
MD,2014,Prince George's,240338068.00,93,1,0
MD,2014,Prince George's,240338069.00,98,2,1
MD,2014,Prince George's,240338070.00,83,0,0
MD,2014,Prince George's,240338071.02,59,4,0
MD,2014,Prince George's,240338072.00,11,0,0
MD,2014,Prince George's,240338073.01,87,1,0
MD,2014,Prince George's,240338073.04,56,0,0
MD,2014,Prince George's,240338073.05,86,1,0
MD,2014,Prince George's,240338074.04,131,0,0
MD,2014,Prince George's,240338074.05,116,1,0
MD,2014,Prince George's,240338074.06,221,0,0
MD,2014,Prince George's,240338074.07,122,0,0
MD,2014,Prince George's,240338074.08,108,2,0
MD,2014,Queen Anne's,NA,155,2,0
MD,2014,Queen Anne's,240358101.00,32,0,0
MD,2014,Queen Anne's,240358102.00,35,5,2
MD,2014,Queen Anne's,240358103.00,52,1,0
MD,2014,Queen Anne's,240358104.00,51,0,0
MD,2014,Queen Anne's,240358105.00,48,0,0
MD,2014,Queen Anne's,240358106.00,38,0,0
MD,2014,Queen Anne's,240358107.00,53,0,0
MD,2014,Queen Anne's,240358108.00,52,1,0
MD,2014,Queen Anne's,240358109.00,63,1,0
MD,2014,Queen Anne's,240358110.00,55,0,0
MD,2014,Saint Mary's,NA,409,6,1
MD,2014,Saint Mary's,240379950.00,59,1,0
MD,2014,Saint Mary's,240379951.00,43,0,0
MD,2014,Saint Mary's,240379952.00,99,1,0
MD,2014,Saint Mary's,240379953.00,24,1,0
MD,2014,Saint Mary's,240379954.00,38,0,0
MD,2014,Saint Mary's,240379955.00,44,0,0
MD,2014,Saint Mary's,240379956.00,49,1,0
MD,2014,Saint Mary's,240379957.00,60,2,1
MD,2014,Saint Mary's,240379958.01,4,0,0
MD,2014,Saint Mary's,240379958.02,39,0,0
MD,2014,Saint Mary's,240379959.00,199,2,1
MD,2014,Saint Mary's,240379960.01,91,0,0
MD,2014,Saint Mary's,240379960.02,124,0,0
MD,2014,Saint Mary's,240379961.00,54,0,0
MD,2014,Saint Mary's,240379962.00,48,2,0
MD,2014,Somerset,NA,75,3,0
MD,2014,Somerset,240399801.01,172,1,0
MD,2014,Somerset,240399801.02,71,1,0
MD,2014,Somerset,240399802.00,16,1,1
MD,2014,Somerset,240399803.00,35,1,0
MD,2014,Somerset,240399805.00,67,0,0
MD,2014,Somerset,240399806.00,90,4,1
MD,2014,Talbot,NA,141,2,0
MD,2014,Talbot,240419601.00,51,2,1
MD,2014,Talbot,240419602.00,27,0,0
MD,2014,Talbot,240419603.00,74,1,0
MD,2014,Talbot,240419604.00,117,1,0
MD,2014,Talbot,240419605.00,90,2,0
MD,2014,Talbot,240419606.00,11,0,0
MD,2014,Talbot,240419607.00,16,0,0
MD,2014,Talbot,240419608.00,16,1,0
MD,2014,Talbot,240419609.00,41,0,0
MD,2014,Washington,NA,389,4,0
MD,2014,Washington,240430001.00,57,5,0
MD,2014,Washington,240430002.00,75,0,0
MD,2014,Washington,240430003.01,66,1,0
MD,2014,Washington,240430003.02,89,5,0
MD,2014,Washington,240430004.00,56,2,0
MD,2014,Washington,240430005.00,149,12,0
MD,2014,Washington,240430006.01,65,1,0
MD,2014,Washington,240430006.02,53,3,1
MD,2014,Washington,240430007.00,91,6,0
MD,2014,Washington,240430008.00,82,5,1
MD,2014,Washington,240430009.00,83,3,0
MD,2014,Washington,240430010.01,118,3,0
MD,2014,Washington,240430010.02,96,1,0
MD,2014,Washington,240430101.00,22,0,0
MD,2014,Washington,240430102.00,59,2,0
MD,2014,Washington,240430103.00,138,3,0
MD,2014,Washington,240430104.00,87,1,0
MD,2014,Washington,240430105.00,73,5,0
MD,2014,Washington,240430106.00,61,5,1
MD,2014,Washington,240430107.00,56,1,0
MD,2014,Washington,240430108.01,48,2,1
MD,2014,Washington,240430108.02,23,1,0
MD,2014,Washington,240430109.00,93,3,1
MD,2014,Washington,240430111.00,87,1,0
MD,2014,Washington,240430112.01,138,2,0
MD,2014,Washington,240430112.02,51,1,0
MD,2014,Washington,240430113.01,82,4,1
MD,2014,Washington,240430113.02,43,1,0
MD,2014,Washington,240430114.00,46,2,0
MD,2014,Washington,240430115.00,89,3,0
MD,2014,Washington,240430116.00,34,2,0
MD,2014,Wicomico,NA,329,2,0
MD,2014,Wicomico,240450001.00,165,5,0
MD,2014,Wicomico,240450002.00,33,3,0
MD,2014,Wicomico,240450003.00,41,0,0
MD,2014,Wicomico,240450004.00,85,2,1
MD,2014,Wicomico,240450005.00,85,0,0
MD,2014,Wicomico,240450101.01,110,0,0
MD,2014,Wicomico,240450101.02,35,3,0
MD,2014,Wicomico,240450102.00,141,1,0
MD,2014,Wicomico,240450103.00,144,0,0
MD,2014,Wicomico,240450104.00,72,0,0
MD,2014,Wicomico,240450105.00,161,1,0
MD,2014,Wicomico,240450106.02,123,3,0
MD,2014,Wicomico,240450106.03,83,0,0
MD,2014,Wicomico,240450106.04,64,0,0
MD,2014,Wicomico,240450107.01,37,1,0
MD,2014,Wicomico,240450107.02,147,8,2
MD,2014,Wicomico,240450108.00,82,1,1
MD,2014,Worcester,NA,124,2,0
MD,2014,Worcester,240479901.00,47,0,0
MD,2014,Worcester,240479902.00,52,1,0
MD,2014,Worcester,240479903.00,88,3,0
MD,2014,Worcester,240479904.00,17,0,0
MD,2014,Worcester,240479905.00,42,0,0
MD,2014,Worcester,240479906.00,59,1,0
MD,2014,Worcester,240479907.00,65,0,0
MD,2014,Worcester,240479908.00,37,0,0
MD,2014,Worcester,240479909.00,46,2,0
MD,2014,Worcester,240479910.00,47,1,1
MD,2014,Worcester,240479911.00,122,1,0
MD,2015,Allegany,NA,163,2,1
MD,2015,Allegany,240010001.00,41,0,0
MD,2015,Allegany,240010002.00,33,0,0
MD,2015,Allegany,240010003.00,35,2,0
MD,2015,Allegany,240010004.00,59,2,0
MD,2015,Allegany,240010005.00,40,0,0
MD,2015,Allegany,240010006.00,59,2,0
MD,2015,Allegany,240010007.00,94,2,0
MD,2015,Allegany,240010008.00,41,2,0
MD,2015,Allegany,240010010.00,57,2,0
MD,2015,Allegany,240010011.00,28,0,0
MD,2015,Allegany,240010012.00,65,3,1
MD,2015,Allegany,240010013.00,38,0,0
MD,2015,Allegany,240010014.01,67,0,0
MD,2015,Allegany,240010014.02,18,0,0
MD,2015,Allegany,240010015.02,12,0,0
MD,2015,Allegany,240010015.03,24,3,2
MD,2015,Allegany,240010016.00,25,0,0
MD,2015,Allegany,240010017.00,85,0,0
MD,2015,Allegany,240010018.00,40,0,0
MD,2015,Allegany,240010019.00,27,0,0
MD,2015,Allegany,240010020.00,109,3,0
MD,2015,Allegany,240010021.00,68,2,1
MD,2015,Allegany,240010022.00,57,3,0
MD,2015,Anne Arundel,NA,1067,8,0
MD,2015,Anne Arundel,240037011.01,30,0,0
MD,2015,Anne Arundel,240037011.02,94,0,0
MD,2015,Anne Arundel,240037012.00,86,0,0
MD,2015,Anne Arundel,240037013.00,68,0,0
MD,2015,Anne Arundel,240037014.00,25,0,0
MD,2015,Anne Arundel,240037021.00,75,2,0
MD,2015,Anne Arundel,240037022.01,155,0,0
MD,2015,Anne Arundel,240037022.02,344,2,0
MD,2015,Anne Arundel,240037022.03,27,1,0
MD,2015,Anne Arundel,240037023.00,41,0,0
MD,2015,Anne Arundel,240037024.01,21,0,0
MD,2015,Anne Arundel,240037024.02,36,1,0
MD,2015,Anne Arundel,240037025.00,142,2,0
MD,2015,Anne Arundel,240037026.01,88,0,0
MD,2015,Anne Arundel,240037026.02,52,0,0
MD,2015,Anne Arundel,240037027.00,73,2,0
MD,2015,Anne Arundel,240037028.00,2,0,0
MD,2015,Anne Arundel,240037061.01,49,1,1
MD,2015,Anne Arundel,240037063.00,106,1,0
MD,2015,Anne Arundel,240037064.01,214,3,2
MD,2015,Anne Arundel,240037064.02,90,0,0
MD,2015,Anne Arundel,240037065.00,93,0,0
MD,2015,Anne Arundel,240037066.00,117,0,0
MD,2015,Anne Arundel,240037067.00,19,0,0
MD,2015,Anne Arundel,240037070.01,79,0,0
MD,2015,Anne Arundel,240037070.02,44,0,0
MD,2015,Anne Arundel,240037080.00,114,0,0
MD,2015,Anne Arundel,240037301.00,126,0,0
MD,2015,Anne Arundel,240037302.03,167,1,0
MD,2015,Anne Arundel,240037302.04,115,1,0
MD,2015,Anne Arundel,240037303.00,66,1,0
MD,2015,Anne Arundel,240037304.01,102,0,0
MD,2015,Anne Arundel,240037304.02,168,0,0
MD,2015,Anne Arundel,240037305.02,100,0,0
MD,2015,Anne Arundel,240037305.03,232,0,0
MD,2015,Anne Arundel,240037305.04,145,2,0
MD,2015,Anne Arundel,240037306.01,54,0,0
MD,2015,Anne Arundel,240037306.03,51,0,0
MD,2015,Anne Arundel,240037306.04,68,1,0
MD,2015,Anne Arundel,240037307.00,81,0,0
MD,2015,Anne Arundel,240037308.00,15,0,0
MD,2015,Anne Arundel,240037309.01,35,1,1
MD,2015,Anne Arundel,240037309.02,34,0,0
MD,2015,Anne Arundel,240037310.01,96,1,0
MD,2015,Anne Arundel,240037310.02,40,0,0
MD,2015,Anne Arundel,240037311.01,116,4,1
MD,2015,Anne Arundel,240037311.02,108,0,0
MD,2015,Anne Arundel,240037311.03,67,0,0
MD,2015,Anne Arundel,240037312.01,71,2,0
MD,2015,Anne Arundel,240037312.02,90,0,0
MD,2015,Anne Arundel,240037312.03,75,0,0
MD,2015,Anne Arundel,240037312.04,95,0,0
MD,2015,Anne Arundel,240037313.03,53,0,0
MD,2015,Anne Arundel,240037313.06,71,1,0
MD,2015,Anne Arundel,240037313.07,74,0,0
MD,2015,Anne Arundel,240037313.08,47,0,0
MD,2015,Anne Arundel,240037313.09,89,1,0
MD,2015,Anne Arundel,240037313.10,78,0,0
MD,2015,Anne Arundel,240037313.11,129,1,0
MD,2015,Anne Arundel,240037401.02,54,0,0
MD,2015,Anne Arundel,240037401.03,105,0,0
MD,2015,Anne Arundel,240037401.04,113,0,0
MD,2015,Anne Arundel,240037401.05,91,0,0
MD,2015,Anne Arundel,240037402.01,184,2,0
MD,2015,Anne Arundel,240037402.02,30,0,0
MD,2015,Anne Arundel,240037402.03,68,0,0
MD,2015,Anne Arundel,240037403.01,218,0,0
MD,2015,Anne Arundel,240037403.03,54,1,0
MD,2015,Anne Arundel,240037405.00,328,1,0
MD,2015,Anne Arundel,240037406.01,47,0,0
MD,2015,Anne Arundel,240037406.02,45,0,0
MD,2015,Anne Arundel,240037406.03,16,0,0
MD,2015,Anne Arundel,240037407.00,223,0,0
MD,2015,Anne Arundel,240037408.00,49,0,0
MD,2015,Anne Arundel,240037409.00,113,2,1
MD,2015,Anne Arundel,240037410.00,23,2,0
MD,2015,Anne Arundel,240037411.00,2,0,0
MD,2015,Anne Arundel,240037501.01,127,1,0
MD,2015,Anne Arundel,240037501.02,69,0,0
MD,2015,Anne Arundel,240037502.01,50,1,0
MD,2015,Anne Arundel,240037502.02,73,1,0
MD,2015,Anne Arundel,240037502.03,32,0,0
MD,2015,Anne Arundel,240037503.00,60,2,1
MD,2015,Anne Arundel,240037504.00,50,1,0
MD,2015,Anne Arundel,240037505.00,56,0,0
MD,2015,Anne Arundel,240037506.00,3,0,0
MD,2015,Anne Arundel,240037507.00,7,0,0
MD,2015,Anne Arundel,240037508.01,121,1,0
MD,2015,Anne Arundel,240037508.03,271,1,0
MD,2015,Anne Arundel,240037508.04,95,1,0
MD,2015,Anne Arundel,240037509.00,68,3,1
MD,2015,Anne Arundel,240037510.00,87,1,1
MD,2015,Anne Arundel,240037511.02,68,0,0
MD,2015,Anne Arundel,240037511.03,99,0,0
MD,2015,Baltimore,NA,1576,20,2
MD,2015,Baltimore,240054001.00,27,0,0
MD,2015,Baltimore,240054002.00,59,0,0
MD,2015,Baltimore,240054004.00,78,3,0
MD,2015,Baltimore,240054005.00,25,0,0
MD,2015,Baltimore,240054006.00,52,3,1
MD,2015,Baltimore,240054007.01,63,1,0
MD,2015,Baltimore,240054007.02,42,0,0
MD,2015,Baltimore,240054008.00,70,1,0
MD,2015,Baltimore,240054009.00,58,1,0
MD,2015,Baltimore,240054010.00,30,1,0
MD,2015,Baltimore,240054011.01,158,5,1
MD,2015,Baltimore,240054011.02,15,0,0
MD,2015,Baltimore,240054012.00,67,1,0
MD,2015,Baltimore,240054013.01,82,1,0
MD,2015,Baltimore,240054013.02,44,1,1
MD,2015,Baltimore,240054014.00,27,0,0
MD,2015,Baltimore,240054015.01,274,9,0
MD,2015,Baltimore,240054015.03,99,1,0
MD,2015,Baltimore,240054015.04,118,4,1
MD,2015,Baltimore,240054015.05,78,2,1
MD,2015,Baltimore,240054016.01,2,0,0
MD,2015,Baltimore,240054016.02,1,0,0
MD,2015,Baltimore,240054022.01,20,1,0
MD,2015,Baltimore,240054022.02,8,0,0
MD,2015,Baltimore,240054023.02,103,2,0
MD,2015,Baltimore,240054023.03,151,2,1
MD,2015,Baltimore,240054023.04,107,2,0
MD,2015,Baltimore,240054023.05,41,0,0
MD,2015,Baltimore,240054023.06,65,0,0
MD,2015,Baltimore,240054023.07,186,2,1
MD,2015,Baltimore,240054024.01,187,2,0
MD,2015,Baltimore,240054024.03,43,1,0
MD,2015,Baltimore,240054024.04,144,2,0
MD,2015,Baltimore,240054024.05,66,3,1
MD,2015,Baltimore,240054025.03,98,3,1
